,track_name,artist_name,energy,key,speechiness,acousticness,instrumentalness,liveness
725,House of Memories,Panic! At The Disco,0.817,11,0.0335,0.00272,0.0,0.0486
726,The Plan,Arman Aydin,0.653,5,0.0361,0.0059,0.0,0.105
727,Thousand Miles,The Kid LAROI,0.657,7,0.0768,0.0858,0.0,0.0884
728,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.704,3,0.0615,0.0203,0.0,0.0501
729,Until I Found You,Stephen Sanchez,0.508,10,0.0288,0.727,0.0,0.174
730,Oh No,Kreepa,0.527,11,0.147,0.00279,0.000509,0.286
731,Cooped Up (with Roddy Ricch),Post Malone,0.773,0,0.153,0.038,0.0,0.113
732,TO THE MOON,Jnr Choi,0.65,2,0.346,0.0451,0.00758,0.111
733,Dreamer,Astelle,0.848,9,0.0993,0.0811,1.12e-05,0.0889
734,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,sped up nightcore,0.456,5,0.0942,0.622,9.79e-05,0.109
735,Pepas,YES YES,0.823,7,0.0626,0.0235,0.0,0.0781
736,Bam Bam (feat. Ed Sheeran),Camila Cabello,0.697,8,0.0401,0.182,0.0,0.333
737,Fever - Remix,XY&O,0.586,10,0.0567,0.0608,0.00409,0.115
738,On My Way!,P.S.,0.666,0,0.0363,0.167,0.000131,0.104
739,Another Love,Tom Odell,0.537,4,0.04,0.695,1.65e-05,0.0944
740,Frozen,Madonna,0.633,1,0.0419,0.267,0.0192,0.175
741,Riptide,Viva La Panda,0.847,3,0.278,0.0584,1.11e-06,0.109
742,Down Under (feat. Colin Hay),Luude,0.861,11,0.172,0.012,0.00103,0.277
743,Meet Me At Our Spot,THE ANXIETY,0.47,2,0.0299,0.0153,0.000193,0.0851
744,When You're Gone,Paradigm,0.753,11,0.325,0.0117,0.0,0.139
745,That Bxtch,Taylor Watson,0.681,4,0.139,0.037,0.0,0.0783
746,Long Road,HotBlock Jmoe,0.685,10,0.409,0.135,0.0,0.4
747,Without You,John De Sohn,0.745,5,0.0619,0.0449,0.0,0.0916
748,Light Switch,Charlie Puth,0.626,6,0.306,0.105,0.000335,0.0881
749,I Wanna Know,Alex Alexander,0.754,9,0.05,0.348,0.397,0.0784
750,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,0.895,1,0.0589,0.165,0.0,0.0501
751,credit union,Kinrose,0.656,4,0.13,0.329,0.0,0.119
752,love nwantiti (ah ah ah),CKay,0.739,8,0.0411,0.365,0.00137,0.161
753,Bad Habits,Ed Sheeran,0.897,11,0.0348,0.0469,3.14e-05,0.364
754,Leap of Faith,Alex Alexander,0.802,0,0.0541,0.00924,0.000708,0.569
755,Ocean Eyes,Farux,0.763,6,0.0345,0.668,0.0264,0.147
756,Chaa Chaa Chaa (feat. HoodCelebrityy),Girll Codee,0.592,2,0.415,0.431,0.0,0.426
757,Late Night Talking,Harry Styles,0.728,10,0.0468,0.298,0.0,0.106
758,Moi... Lolita,Monaldin,0.66,4,0.0505,0.0531,2.73e-05,0.319
759,Warning / Signs,Matvey Emerson,0.829,0,0.03,0.0891,0.0279,0.168
760,Serenity,Shab,0.595,8,0.0508,0.0515,2.7e-06,0.0853
761,MAMIII,Becky G,0.7,4,0.0803,0.0934,0.0,0.14
762,Running To You (feat. Caden),VINAI,0.727,11,0.0399,0.0321,0.0,0.714
763,Good Morning,P.S.,0.511,11,0.0413,0.15,8.92e-06,0.059
764,MONTERO (Call Me By Your Name),Lil Nas X,0.508,8,0.152,0.297,0.0,0.384
765,Tainted Love,Thatsimo,0.765,6,0.0448,0.0437,0.000141,0.159
766,Build a Bitch,Bella Poarch,0.463,3,0.0367,0.217,1.77e-05,0.347
767,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,0.523,1,0.0602,0.433,2.07e-05,0.113
768,Can't Get You Out of My Head,loafers,0.61,2,0.0992,0.16,6.89e-06,0.408
769,THATS WHAT I WANT,Lil Nas X,0.846,1,0.22,0.00614,0.0,0.0486
770,We Know,JAM & Philly,0.819,4,0.256,0.142,0.0,0.106
771,Cold Heart - PNAU Remix,Elton John,0.8,1,0.0309,0.0354,7.25e-05,0.0915
772,Jiggle Jiggle,Duke & Jones,0.412,1,0.273,0.458,0.00087,0.124
773,Lost,Frank Ocean,0.594,10,0.226,0.0319,0.00122,0.123
774,Would I Lie to You,MISERO,0.731,7,0.0669,0.529,0.239,0.143
775,Crazy,Alex D'Rosso,0.865,11,0.198,0.282,0.000169,0.33
776,Life Goes On,Oliver Tree,0.49,0,0.076,0.186,0.0,0.117
777,Dinero,Trinidad Cardona,0.782,2,0.0674,0.00772,0.0,0.107
778,Pieces,Nippandab,0.78,6,0.0626,0.157,0.0325,0.309
779,Pope Is a Rockstar,SALES,0.446,4,0.0287,0.85,0.243,0.107
780,Looking for Love,Asketa & Natan Chaim,0.894,7,0.0998,0.311,2.9e-05,0.239
781,edamame (feat. Rich Brian),bbno$,0.848,4,0.115,0.023,0.000162,0.0265
782,I Hate U,SZA,0.388,7,0.155,0.507,0.0,0.11
783,She Wolf (Falling to Pieces),YES YES,0.719,2,0.0452,0.00858,0.0,0.635
784,Memories,Coopex,0.862,8,0.116,0.335,0.000623,0.102
785,Ameno Amapiano Remix (You Wanna Bamba),Goya Menor,0.898,6,0.0393,0.188,0.000395,0.0824
786,Say My Name,Why Not,0.74,5,0.0315,0.00779,2.48e-05,0.15
787,Woman,Doja Cat,0.764,5,0.0854,0.0888,0.00294,0.117
788,Leave The Door Open,Bruno Mars,0.616,5,0.0324,0.182,0.0,0.0927
789,I AM WOMAN,Emmy Meli,0.471,10,0.157,0.122,0.0,0.125
790,Paint It Black,Dame Dame,0.741,7,0.0363,0.0433,0.00429,0.0975
791,Vacation,Dirty Heads,0.751,8,0.034,0.0381,0.0,0.105
792,Free Falling Love,Lucas Estrada,0.932,7,0.0424,0.311,0.000158,0.116
793,Ocean Drive,Harddope,0.868,8,0.0828,0.0661,0.00471,0.241
794,Kiss Me More (feat. SZA),Doja Cat,0.701,8,0.0286,0.235,0.000158,0.123
795,Beggin',Måneskin,0.8,11,0.0504,0.127,0.0,0.359
796,The Hills,Farux,0.778,8,0.265,0.4,0.0,0.533
797,Young Folks,Jungle Jonsson,0.731,5,0.0379,0.068,3.63e-05,0.184
798,good 4 u,Olivia Rodrigo,0.664,9,0.154,0.335,0.0,0.0849
799,Complicated,Nito-Onna,0.692,5,0.109,0.074,0.0,0.0937
800,Jalebi Baby (Tesher x Jason Derulo),Tesher,0.829,0,0.0412,0.0289,0.0,0.254
801,You Don't Know Me,Dame Dame,0.836,9,0.275,0.0304,0.000143,0.635
802,Talking to the Moon,Bruno Mars,0.59,1,0.032,0.511,0.0,0.107
803,Say It Right,MØRFI,0.793,5,0.0709,0.0132,0.00098,0.319
804,Astronaut In The Ocean,Masked Wolf,0.695,4,0.0913,0.175,0.0,0.15
805,Creep,Naeleck,0.829,6,0.0421,0.0555,0.00156,0.426
806,Counting Stars,Farux,0.721,7,0.264,0.501,0.0,0.109
807,Buss It,Erica Banks,0.434,9,0.173,0.569,3.14e-06,0.123
808,When You Were Young,Amero,0.845,11,0.19,0.0825,0.0,0.26
809,Apologize,Farux,0.71,8,0.0552,0.532,0.0,0.337
810,Beauty And A Beat,Glamii,0.866,9,0.148,0.124,1.26e-05,0.596
811,Why,Padé,0.902,11,0.0764,0.133,0.000333,0.119
812,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,0.671,0,0.0337,0.0018,2.54e-06,0.0921
813,The Motto,Tiësto,0.763,7,0.0435,0.0301,2.23e-05,0.0901
814,Need to Know,Doja Cat,0.609,1,0.0707,0.304,0.0,0.0926
815,Whatever You Like,DLAY,0.679,1,0.0432,0.109,0.000986,0.104
816,MONEY,LISA,0.554,1,0.218,0.161,6.12e-05,0.152
817,Freaks,Surf Curse,0.941,9,0.0466,3.84e-05,0.633,0.0511
818,Heart of Glass,Nito-Onna,0.838,9,0.124,0.194,7.99e-06,0.313
819,Blinding Lights,The Weeknd,0.73,1,0.0598,0.00146,9.54e-05,0.0897
820,Thot Shit,Megan Thee Stallion,0.693,9,0.0898,0.0133,0.0,0.173
821,Mr. Saxobeat,Nito-Onna,0.899,6,0.144,0.131,0.00141,0.114
822,Moves Like Jagger,Timemachine,0.831,6,0.194,0.0905,2.6e-05,0.44
823,Pumped Up Kicks,Madism,0.687,0,0.043,0.152,1.6e-05,0.308
824,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,0.676,10,0.027,0.0377,0.0,0.154
825,RAPSTAR,Polo G,0.536,6,0.242,0.41,0.0,0.129
826,Lies,Dame Dame,0.771,9,0.0365,0.627,0.00101,0.271
827,Ready 4 Luv - TMLH Summer Mix,CAZZETTE,0.869,5,0.138,0.00969,1.32e-05,0.278
828,Ain't Shit,Doja Cat,0.488,3,0.208,0.506,0.0,0.347
829,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,0.893,0,0.0475,0.0441,0.000937,0.0673
830,So Pretty,Reyanna Maria,0.543,10,0.24,0.0512,0.0425,0.134
831,Todo De Ti,Rauw Alejandro,0.718,3,0.0506,0.31,0.000163,0.0932
832,Write This Down (Instrumental),SoulChef,0.738,10,0.0444,0.00355,0.939,0.0633
833,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,0.696,0,0.119,0.321,0.0,0.42
834,positions,Ariana Grande,0.802,0,0.0864,0.468,0.0,0.094
835,Slow Down,Coopex,0.72,9,0.193,0.134,0.0,0.366
836,What If,HOURS,0.777,6,0.0353,0.00162,1.28e-06,0.073
837,Running Away,VANO 3000,0.696,7,0.0408,0.66,0.852,0.145
838,Aesthetic,Xilo,0.594,0,0.43,0.965,0.255,0.129
839,Levitating (feat. DaBaby),Dua Lipa,0.825,6,0.0601,0.00883,0.0,0.0674
840,Work from Home,Coopex,0.669,8,0.0658,0.181,0.00347,0.0897
841,Bundles (feat. Taylor Girlz),Kayla Nicole,0.682,11,0.306,0.00152,0.0,0.0552
842,Sweater Weather,The Neighbourhood,0.807,10,0.0336,0.0495,0.0177,0.101
843,As It Was,Michael Shynes,0.812,9,0.0481,0.00321,1.38e-06,0.397
844,Follow Me,Senhit,0.867,6,0.05,0.00453,0.00135,0.123
845,Calling My Phone,Lil Tjay,0.393,4,0.0539,0.451,1.35e-06,0.135
846,Wicked Game,YES YES,0.835,9,0.0537,0.0202,0.000999,0.145
847,You Right,Doja Cat,0.621,8,0.0565,0.0164,0.00233,0.0845
848,Whoopty,CJ,0.648,3,0.125,0.2,0.0,0.127
849,Electric Love,BØRNS,0.797,6,0.0533,0.00543,0.00137,0.26
850,When Hello Means Goodbye,Alex Alexander,0.475,2,0.205,0.0214,0.0,0.351
851,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.703,7,0.0379,0.175,8.4e-05,0.571
852,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,0.862,2,0.126,0.0076,0.000132,0.303
853,Hawái,Maluma,0.727,6,0.389,0.185,2.46e-05,0.0626
854,Mood (feat. iann dior),24kGoldn,0.722,7,0.0369,0.221,0.0,0.272
855,Paid,Astelle,0.631,8,0.23,0.0188,0.000283,0.0954
856,drivers license,Olivia Rodrigo,0.436,10,0.0601,0.721,1.31e-05,0.105
857,Lemonade,Internet Money,0.66,1,0.079,0.256,0.0,0.111
858,K Boy Bye,Astelle,0.865,7,0.0483,0.0141,0.0,0.245
859,Up,Cardi B,0.795,11,0.269,0.0012,0.0193,0.0461
860,Just The Two of Us,Kauai45,0.214,1,0.115,0.936,1.62e-05,0.253
861,Play With Me,Ana Shine,0.666,6,0.0756,0.223,0.0,0.102
862,Best Friend (feat. Doja Cat),Saweetie,0.766,4,0.136,0.00302,3.61e-06,0.0684
863,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,0.744,1,0.12,0.237,0.0,0.255
864,Forever,Nadia Gattas,0.879,4,0.0427,0.0233,0.0,0.193
865,The Business,Tiësto,0.62,8,0.232,0.414,0.0192,0.112
866,telepatía,Kali Uchis,0.524,11,0.0502,0.112,0.0,0.203
867,"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,0.615,1,0.252,0.173,0.0056,0.144
868,motive (with Doja Cat),Ariana Grande,0.742,10,0.0652,0.0681,0.0,0.166
869,Feel Your Love,Yusuf Alev,0.778,6,0.0433,0.0705,0.0,0.31
870,Lost on You,sad girls,0.692,1,0.0739,0.124,0.0,0.375
871,Good Days,SZA,0.655,1,0.0583,0.499,8.1e-06,0.688
872,What You Know Bout Love,Pop Smoke,0.548,10,0.353,0.65,1.59e-06,0.133
873,Rude Boy,YES YES,0.734,6,0.259,0.0242,0.0,0.0921
874,WAP (feat. Megan Thee Stallion),Cardi B,0.454,1,0.375,0.0194,0.0,0.0824
875,Savage Love (Laxed - Siren Beat),Jawsh 685,0.481,0,0.0803,0.234,0.0,0.269
876,dirty laundry,blackbear,0.64,0,0.0345,0.051,0.0,0.237
877,HOLIDAY,Lil Nas X,0.511,5,0.164,0.12,0.0,0.0832
878,WITHOUT YOU,The Kid LAROI,0.413,0,0.0299,0.213,0.0,0.134
879,Fly,Alex D'Rosso,0.842,8,0.239,0.0578,0.00137,0.209
880,ROCKSTAR (feat. Roddy Ricch),DaBaby,0.69,11,0.164,0.247,0.0,0.101
881,34+35,Ariana Grande,0.585,0,0.094,0.237,0.0,0.248
882,Rover (feat. DTG),S1mba,0.624,11,0.206,0.496,0.0,0.283
883,Put Your Records On,Ritt Momney,0.492,6,0.0538,0.058,0.00101,0.11
884,Mood Swings (feat. Lil Tjay),Pop Smoke,0.602,10,0.368,0.487,0.0,0.0848
885,Therefore I Am,Billie Eilish,0.34,11,0.0697,0.218,0.13,0.055
886,Wild & Free,Nander,0.722,2,0.0355,0.0604,0.0,0.584
887,Glad You Came,Braaheim,0.919,6,0.115,0.0271,0.000866,0.375
888,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0.586,6,0.2,0.114,0.0,0.193
889,Backyard Boy,Claire Rosinkranz,0.642,5,0.189,0.336,0.0,0.0735
890,TKN (feat. Travis Scott),ROSALÍA,0.509,0,0.467,0.192,1.49e-06,0.115
891,Say It Right,Coopex,0.816,5,0.0447,0.152,0.0519,0.24
892,Without You,Baby Bluu,0.698,0,0.146,0.0107,0.0,0.156
893,Play Date,Melanie Martinez,0.729,5,0.0475,0.612,0.0,0.224
894,Freak,Doja Cat,0.716,7,0.0385,0.0969,0.0,0.0989
895,Falling Down,Andrew Nagy,0.852,5,0.0438,0.032,0.0705,0.136
896,Wait a Minute!,WILLOW,0.705,3,0.0278,0.0371,1.94e-05,0.0943
897,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,0.854,8,0.177,0.016,4.95e-05,0.117
898,Over You,Myrrhe,0.325,0,0.341,0.667,1.71e-05,0.1
899,FLIP THE SWITCH (feat. Drake),Quavo,0.637,3,0.331,0.129,0.0,0.267
900,The Boss,Coopex,0.789,11,0.243,0.0809,0.000115,0.215
901,Party Girl,StaySolidRocky,0.431,6,0.0622,0.749,0.0,0.0996
902,Love Me Again,CPX,0.824,0,0.413,0.206,0.000308,0.436
903,Renee,SALES,0.386,9,0.0548,0.755,0.00253,0.118
904,Don't Rush (feat. Headie One),Young T & Bugsey,0.461,9,0.27,0.202,0.00402,0.162
905,Right Here Waiting,Boostereo,0.704,10,0.0352,0.0646,0.0,0.445
906,THE SCOTTS,THE SCOTTS,0.537,0,0.0514,0.233,0.0,0.157
907,Cool for the Summer,Alex D'Rosso,0.871,6,0.286,0.177,7.5e-06,0.266
908,Kiss Me,Lucas Estrada,0.685,8,0.0624,0.374,0.000155,0.581
909,Red Flag,Pia Baris,0.706,4,0.383,0.326,0.000231,0.525
910,One too Many Times,JRL,0.778,8,0.0459,0.00262,7.29e-05,0.111
911,Boys Ain't Shit,SAYGRACE,0.615,1,0.137,0.435,0.00631,0.334
912,Boss Bitch,Doja Cat,0.955,10,0.222,0.127,0.0,0.202
913,Only Girl,Coopex,0.832,11,0.0397,0.367,0.00164,0.198
914,Tap In,Saweetie,0.696,10,0.204,0.00576,0.000498,0.0754
915,Forever,Gianni Blu,0.75,11,0.0817,0.00421,3.47e-05,0.0775
916,Rather Be,Cabuizee,0.895,8,0.148,0.299,0.0,0.48
917,Savage,Megan Thee Stallion,0.741,11,0.334,0.0252,0.0,0.096
918,Blueberry Faygo,Lil Mosey,0.554,0,0.0383,0.207,0.0,0.132
919,Break My Heart,Dua Lipa,0.729,4,0.0884,0.167,1.39e-06,0.349
920,On My Way,Alex Alexander,0.544,4,0.0252,0.0429,0.0,0.0926
921,Astronomia,Vicetone,0.945,5,0.096,0.00561,0.915,0.439
922,The Box,Roddy Ricch,0.586,10,0.0559,0.104,0.0,0.79
923,What's up?,LeXxìv,0.597,9,0.033,0.000399,0.0,0.367
924,Supalonely,BENEE,0.631,7,0.0534,0.305,3.04e-05,0.123
925,Toosie Slide,Drake,0.49,1,0.209,0.289,3.04e-06,0.113
926,Don't Start Now,Dua Lipa,0.793,11,0.0842,0.0125,0.0,0.0952
927,Be Kind (with Halsey),Marshmello,0.633,4,0.0457,0.00776,0.0,0.0541
928,Intentions (feat. Quavo),Justin Bieber,0.546,9,0.0575,0.3,0.0,0.102
929,Old Times,Xtinctor,0.718,1,0.0851,0.0195,0.0,0.075
930,"Hey, Soul Sister",LANDR,0.725,11,0.0571,0.192,0.0,0.153
931,Later Bitches,The Prince Karma,0.518,8,0.102,0.000573,0.108,0.342
932,Life Is Good (feat. Drake),Future,0.609,2,0.481,0.0706,0.0,0.152
933,WHATS POPPIN,Jack Harlow,0.604,11,0.245,0.017,0.0,0.272
934,Let Her Go,LANDR,0.803,7,0.0276,0.00537,9.81e-05,0.307
935,Sunday Best,Surfaces,0.525,5,0.0578,0.183,0.0,0.0714
936,DÁKITI,Dame Dame,0.815,4,0.101,0.206,0.0,0.631
937,Say So,Doja Cat,0.673,11,0.159,0.264,3.35e-06,0.0904
938,In Your Eyes,The Weeknd,0.719,7,0.0346,0.00285,8.1e-05,0.0736
939,Falling,Trevor Daniel,0.431,10,0.0364,0.123,0.0,0.0887
940,Let It Go,Dame Dame,0.796,8,0.0564,0.0279,1.97e-06,0.0871
941,death bed (coffee for your head),Powfu,0.431,8,0.135,0.731,0.0,0.696
942,That Way,Lil Uzi Vert,0.611,7,0.0403,0.0582,0.0,0.155
943,Baby I'm Yours,Breakbot,0.792,2,0.0668,0.726,5.83e-06,0.122
944,BOP,DaBaby,0.787,11,0.367,0.189,0.0,0.129
945,OUT WEST (feat. Young Thug),JACKBOYS,0.591,8,0.225,0.0104,0.0,0.196
946,Blinding Lights,The Weeknd,0.796,1,0.0629,0.00147,0.000209,0.0938
947,When the Sun Goes Down,Martin van Lectro,0.748,5,0.0865,0.0646,0.0,0.519
948,Skechers,DripReport,0.332,1,0.0836,0.326,0.0168,0.109
949,ROXANNE,Arizona Zervas,0.601,6,0.148,0.0522,0.0,0.46
950,Shooting Stars,Bag Raiders,0.716,11,0.0445,0.0879,0.03,0.0824
951,The Git Up,Blanco Brown,0.678,9,0.109,0.0669,0.0,0.274
952,Payphone,Faruk Orman,0.707,11,0.224,0.563,6.4e-06,0.338
953,I Don't Care (with Justin Bieber),Ed Sheeran,0.675,6,0.0442,0.0912,0.0,0.0894
954,hot girl bummer,blackbear,0.559,6,0.0776,0.128,0.0,0.399
955,Demons,CPX,0.848,8,0.217,0.317,0.0,0.349
956,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,0.541,0,0.0505,0.568,0.0,0.13
957,Without Me,Halsey,0.488,6,0.0705,0.297,9.11e-06,0.0936
958,Plug Walk,Rich The Kid,0.519,11,0.143,0.202,0.0,0.108
959,California Dreaming,Jorm,0.865,1,0.0307,0.0222,0.0012,0.605
960,Rockstar,Ilkay Sencan,0.826,11,0.0604,0.142,0.03,0.145
961,Falling for U,Peachy!,0.358,8,0.424,0.743,1.3e-06,0.0813
962,Lovely,Alfons,0.677,4,0.064,0.316,0.00127,0.268
963,The Less I Know The Better,Tame Impala,0.74,4,0.0284,0.0115,0.00678,0.167
964,Dandelions,Ruth B.,0.692,1,0.0259,0.0157,0.0,0.0864
965,Jimmy Cooks (feat. 21 Savage),Drake,0.673,0,0.175,0.000307,2.41e-06,0.093
966,Good Looking,Suki Waterhouse,0.558,4,0.0299,0.0789,0.000342,0.125
967,INFERNO,Sub Urban,0.611,9,0.122,0.0766,2.5e-05,0.0684
